parent_sku,parent_title,variation_theme,child_sku,child_title,child_status,excel_row,attrs_json,duplicate_attrs
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-240,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (240 Grit)",Active,58,"{""Style"": ""240 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-3000,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (3000 Grit)",Active,59,"{""Style"": ""3000 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-320,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (320 Grit)",Active,60,"{""Style"": ""320 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-400,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (400 Grit)",Active,61,"{""Style"": ""400 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-500,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (500 Grit)",Active,62,"{""Style"": ""500 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-60,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (60 Grit)",Active,63,"{""Style"": ""60 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-600,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (600 Grit)",Active,64,"{""Style"": ""600 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-800,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (800 Grit)",Active,65,"{""Style"": ""800 Grit""}",0
SP-P9FRFNWFZV6334XH,"dmsphd Diamond Blade for Masonry, Dry Cutting, Continuous Rim",STYLE (Deprecated: Do Not Use),dm-cutting-4,"dmsphd Diamond Blade for Masonry, Dry Cutting, Continuous Rim, 20mm Arbor, 4 Inch l (4 inch)",Active,234,"{""Style"": ""4 inch""}",0
SP-P9FRFNWFZV6334XH,"dmsphd Diamond Blade for Masonry, Dry Cutting, Continuous Rim",STYLE (Deprecated: Do Not Use),dm-cutting-45,"dmsphd Diamond Blade for Masonry, Dry Cutting, Continuous Rim, 22mm Arbor, 4.5 Inch (4.5 inch)",Active,235,"{""Style"": ""4.5 inch""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),DM-TMK-10-200,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible (200 Grit)",Active,106,"{""Style"": ""200 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),Spartan-10-400,"10 inch CBN Grinding Wheel 400 Grit, 2"" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (400 Grit)",Active,150,"{""Style"": ""400 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),Spartan-10-600,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible (600 Grit)",Active,151,"{""Style"": ""600 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),Spartan-10-80,"10 inch CBN Grinding Wheel 80 Grit, 2"" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool 1 pcs (80 Grit)",Active,152,"{""Style"": ""80 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),Spartan-10-800,"10 inch CBN Grinding Wheel 800 Grit, 2"" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (800 Grit)",Active,153,"{""Style"": ""800 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),TMK-10-1000,"CBN Grinding Wheel 10 inch 1000 Grit,2'' Wide x 12mm Arbor for Tormek T-8 Sharpening System、 High-Speed Steel Tool (1000 Grit)",Active,154,"{""Style"": ""1000 Grit""}",0
SP-R811KUIJC29YUNH9,"CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible",STYLE (Deprecated: Do Not Use),X4-ESLG-7046,"10 inch CBN Grinding Wheel 1200 Grit, 2"" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (1200 Grit)",Active,162,"{""Style"": ""1200 Grit""}",0
Tungsten-steel,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set,SIZE,Tungsten-steel-3,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set (3mm*3mm),Active,156,"{""Size"": ""3mm*3mm""}",0
Tungsten-steel,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set,SIZE,Tungsten-steel-4,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set (3mm*4mm),Active,157,"{""Size"": ""3mm*4mm""}",0
Tungsten-steel,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set,SIZE,Tungsten-steel-5,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set (3mm*5mm),Active,158,"{""Size"": ""3mm*5mm""}",0
Tungsten-steel,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set,SIZE,Tungsten-steel-6,Hard alloy rotary file tungsten steel grinding head metal milling cutter grinding root carving wood carving grinding needle 3mm handle set (3mm*6mm),Active,159,"{""Size"": ""3mm*6mm""}",0
WN-F66P-RG5C,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000",STYLE (Deprecated: Do Not Use),10pcs3718,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000 (10pcs 37"" x 1/8""）",Active,218,"{""Style"": ""10pcs""}",0
WN-F66P-RG5C,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000",STYLE (Deprecated: Do Not Use),5PCSMD3718,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000 (5pcs37"" x 1/8""）",Active,219,"{""Style"": ""5pcs""}",0
WN-F66P-RG5C,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000",STYLE (Deprecated: Do Not Use),7D-WVZY-7OBG,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000 (1pcs 37''x1/8'')",Active,220,"{""Style"": ""1pcs""}",0
WN-F66P-RG5C,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000",STYLE (Deprecated: Do Not Use),MD3718,"37"" x 1/8"" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000 (3 pcs)",Active,227,"{""Style"": ""3 pcs""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),3D-P9RO-DDQ7,"Diamond Flat Lap Disc, 10 Inch, 320 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (320 Grit)",Active,9,"{""Style"": ""320 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),8Z-5M0X-WK93,"Diamond Flat Lap Disc, 10 Inch, 100 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (100 Grit)",Active,17,"{""Style"": ""100 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),DM-DISC-10-SIG,"Diamond Flat Lap Disc, 10 Inch, 1000 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (1000 Grit)",Active,51,"{""Style"": ""1000 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),DM-HH-10-DISC-3000,"Diamond Flat Lap Disc, 10 Inch, 3000 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (3000 Grit)",Active,81,"{""Style"": ""3000 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),KK-MW8J-EEEX,"Diamond Flat Lap Disc, 10 Inch, 180 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (180 Grit)",Active,129,"{""Style"": ""180 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),UC-C0X7-VOS2,"Diamond Flat Lap Disc, 10 Inch, 600 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (600 Grit)",Active,160,"{""Style"": ""600 Grit""}",0
WR-3VFF-RHBX,10-inch Abrasive Wheels & Discs Diamond Coated Flat Lap Disk Wheel Grinding Surface Grinding Wheels Sanding Disc,STYLE (Deprecated: Do Not Use),ZT-HUAI-SRHK,"Diamond Flat Lap Disc, 10 Inch, 60 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (60 Grit)",Active,169,"{""Style"": ""60 Grit""}",0
glass-grinder-wheel,"dmsphd Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration",STYLE (Deprecated: Do Not Use),mcb-1-14-34,dmsphd Glass Grinder Bits 3 PCS Diamond Stained Glass Grinding Wheel includes 1 3/4 1/4 Inch Diamond Glass Grinder Heads (MCB 1'' 1/4'' 3/4''),Active,195,"{""Style"": ""MCB 1'' 1/4'' 3/4''""}",0
glass-grinder-wheel,"dmsphd Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration",STYLE (Deprecated: Do Not Use),mcb-1-14-34-18,"dmsphd Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration (MCB 1'' 1/4'' 3/4'' 1/8"")",Active,196,"{""Style"": ""MCB 1'' 1/4'' 3/4'' 1/8\""""}",0
glass-grinder-wheel,"dmsphd Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration",STYLE (Deprecated: Do Not Use),mcb-34,"dmsphd Glass Grinder Bits for Stained Glass, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration (MCB 3/4'')",Active,197,"{""Style"": ""MCB 3/4''""}",0
glass-grinder-wheel,"dmsphd Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration",STYLE (Deprecated: Do Not Use),mcb-34-2,"dmsphd 2pcs 3/4 Inch Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration (MCB 3/4'')",Active,198,"{""Style"": ""2 PCS -MCB 3/4''""}",0
