item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3
Diamond Flat Lap Disc, 8 Inch, 1000 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (1000 Grit)	8 inch cbn grinding disc	0306HURYV5D	MF-MU0E-UFBV	12.8	33	2026-03-05 22:04:22 PST		y	1			11				B0GRG89583						B0GRG89583			0	DEFAULT													Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 1200 Grit Flat Lap Disk Lapidary Tools for Stone (1200 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0221FWAP9FC	N7-2VLQ-SB8X	18		2025-02-20 16:58:58 PST		y	1			11				B0DXZ2KYMW						B0DXZ2KYMW				AMAZON_NA													Migrated Template							
CBN Grinding Wheel 8 inch 600 Grit, 1.25" Wide, 5/8" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (600 Grit)		0603FAXO204	P-Four-600	89		2025-06-02 23:59:18 PDT		y	1			11				B0D9F1K6H7						B0D9F1K6H7				AMAZON_NA	95.0												Migrated Template							
CBN Grinding Wheel 8 inch 80 Grit, 1.25" Wide, 5/8" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (80 Grit)	cbn grinding wheel	0511FEA3QTN	P-Four-80	119		2025-05-11 08:30:31 PDT		y	1			11				B0F89HKPT9						B0F89HKPT9				AMAZON_NA													Migrated Template							
CBN Grinding Wheel 8 inch 180 Grit, 1.25" Wide, 5/8" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (180 Grit)	cbn grinding wheel	0503BPYW8Y8	P-Four-One-180	119		2024-05-03 07:11:15 PDT		y	1			11				B0D38373PY						B0D38373PY				AMAZON_NA	119.0												Migrated Template							
10pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, Pack (10)	This premium 42-inch x 1/8-inch diamond bandsaw blade is specifically designed for the Gryphon TALL C-40 CR and Kent AquaSaw XL machines. The stainless steel blade features a diamond-coated cutting edge that excels at precise cutting of thick fused glass, slab glass, and lapidary materials. Perfect for wet cutting applications on stone, marble, tile, ceramic, and various mineral-based materials, this blade delivers clean, efficient cuts while minimizing material waste. The blade's design ensures smooth operation and reduced grinding time, helping you maintain productivity in your projects. Installation is straightforward and tool-free, allowing you to quickly get back to work. This replacement blade measures 42 inches in length with a 1/8-inch width, providing the ideal specifications for compatible band saw models. The durable construction and diamond coating work together to deliver consistent cutting performance across a wide range of materials.	0131HVCG3AK	PB-L327-LMIH	249.98	20	2026-01-31 02:27:43 PST		y	1			11				B0GKVH813H						B0GKVH813H			0	DEFAULT													Migrated Template							
2PCS PCBN CBN Inserts for Turning Milling, Surfacing Cylinder Heads and Blocks, RNGN120300A, 1/2''-1/8'', Cast Iron (PCBN, 1/2''-1/8'')	These PCBN CBN turning inserts are precision-engineered cutting tools designed specifically for demanding machining applications including block and head resurfacing, vertical milling, and boring operations. The RNGN120300A insert measures 1/2 inch by 1/8 inch and features cubic boron nitride (CBN) construction, making it ideally suited for machining cast iron materials. These inserts deliver exceptionally high abrasion resistance, ensuring extended tool life even under rigorous cutting conditions. The CBN material provides outstanding impact strength, allowing the insert to withstand the demanding forces encountered during cylinder head and engine block surfacing operations. Users can expect excellent surface finish quality, which is critical for achieving the precise flatness requirements needed in engine rebuilding and automotive machining work. The insert's geometry and material composition work together to maintain cutting edge integrity throughout extended production runs, reducing downtime and tooling costs while improving overall machining efficiency.	0105HCYFMWN	PCBN-2PCS-INSERT-1203	78.8	49	2026-01-04 19:34:26 PST		y	1			11				B0GDZK3TPB						B0GDZK3TPB			0	DEFAULT													Migrated Template							
2PCS PCBN Inserts for Turning Milling, Surfacing Cylinder Heads and Blocks, RNGN1204000A, Cast Iron (PCBN, 1/2''-3/16'')	These PCBN CBN turning inserts are precision-engineered cutting tools designed specifically for demanding machining applications including block and head resurfacing, vertical milling, and boring operations. The RNGN1204000A insert measures 1/2 inch by 3/16 inch and features cubic boron nitride (CBN) construction, making it ideally suited for machining cast iron materials. These inserts deliver exceptionally high abrasion resistance, ensuring extended tool life even under rigorous cutting conditions. The CBN material provides outstanding impact strength, allowing the insert to withstand the demanding forces encountered during cylinder head and engine block surfacing operations. Users can expect excellent surface finish quality, which is critical for achieving the precise flatness requirements needed in engine rebuilding and automotive machining work. The insert's geometry and material composition work together to maintain cutting edge integrity throughout extended production runs, reducing downtime and tooling costs while improving overall machining efficiency.	0105HD4OEJM	PCBN-2PCS-INSERT-1204	78.8		2026-01-04 19:26:48 PST		y	1			11				B0GDZJ33T5						B0GDZJ33T5				AMAZON_NA													Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 240 Grit Flat Lap Disk Lapidary Tools for Stone (240 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0221FW8JGDO	QW-K0E6-7VF4	18		2025-02-20 16:52:49 PST		y	1			11				B0DXYBCHS5						B0DXYBCHS5				AMAZON_NA													Migrated Template							
Pocket Honing Stone, 2 x 5 inches, 1/4 inch Thick, CBN 600 Grit	Elevate your woodworking skills with this compact yet mighty honing stone. Measuring 2" x 5" and just 1/4" thick on one side, tapering down to 1/8" on the other, this pocket-sized tool packs a punch. Coated with CBN 600 grit on both sides, it effortlessly sharpens and hones your tools, restoring their razor-sharp edges. The radius edges make it a breeze to hone the flutes on your gouges, ensuring precise and clean cuts every time. Lightweight and portable, this honing stone is the perfect companion for your woodworking adventures, allowing you to touch up your tools on the go. Experience the joy of working with finely honed instruments and take your craftsmanship to new heights.	1215BWOXZU1	QZ-G48Z-NRX0	37		2024-12-15 03:53:33 PST		y	1			11				B0DQJK63W4						B0DQJK63W4				AMAZON_NA	35.15												Migrated Template							
2PCS Glass Cutting Oil 4 Ounces, Suitable for All Glass Cutting Tools, Used for Cutting Glass, Stained Glass, Glass Bottles, Tiles and Mirrors (2 pcs Glass Cutting Oil)	Use: Lubricate glass cutter for better scoring & longer wheel life, Size: 4 Oz. bottle (oil-based).	0716F7R0MCM	SH-DCBD-2W3T	11.88		2025-07-16 01:52:54 PDT		y	1			11				B0FHQ7LRFR						B0FHQ7LRFR				AMAZON_NA	11.28												Migrated Template							
37.7" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (5)	MD37718 - 37.7" x 1/8" Diamond Band Saw Blade (180 Grit) Upgrade your cutting precision with the MD37718 Diamond Band Saw Blade. These blades have proven to be highly effective diamond machining tools across a vast array of materials and applications. Designed for the professional craftsman and serious hobbyist, this blade delivers clean, accurate cuts in the toughest mineral-based materials. Superior Diamond Coating: The blade features a robust diamond coating, specifically engineered for wet cutting applications. The 180-grit rating provides a perfect balance of fast material removal and a smooth finish, making it ideal for cutting dense stone, delicate glass, polished marble, hard ceramic tiles, and other mineral composites. Engineered for Performance: With exact specifications of 37.7 inches (960mm) in length and a 1/8-inch (3.17mm) width, this blade is designed to fit a range of compatible band saws. The consistent diamond distribution along the cutting edge ensures reliable performance and long service life, even under regular use. Safety and Efficiency: For optimal results and safety, this blade must be used with a water coolant system. Wet cutting reduces friction, prevents heat buildup that could damage your material, and controls silica dust, keeping your work area cleaner and safer. Ideal for: Stone Fabrication Tile Installation Glass Art & Stained Glass Marble and Granite Cutting Lapidary Work	0305HPHJRS9	SI-JJNH-PG4W	120	10	2026-03-04 17:44:44 PST		y	1			11				B0GR7XF7MM						B0GR7XF7MM			0	DEFAULT													Migrated Template							
10 inch CBN Grinding Wheel 400 Grit, 2" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (400 Grit)	No dressing the wheel at all to true it up – Our CBN wheels never change shape. No messy water to change – Our wheels are designed to run dry No having to adjust your jigs for an ever shrinking wheel – Our CBN Tormek-style wheels stay at 10" x 2" (254 mm x 50.8 mm) in diameter forever! No grinding for long periods of time – Our CBN wheels are aggressive and cut faster! You can now experience the numerous advantages of sharpening with CBN on your Tormek Grinder at a cost lower than that of conventional stone wheels. Join the hundreds of satisfied CBN users who have made this discovery and wonder no more why you hadn't made the switch sooner!	0709B2AUZON	Spartan-10-400	189		2024-07-09 08:32:59 PDT		y	1			11				B0D94SD3TV						B0D94SD3TV				AMAZON_NA	189.0	fixed	2	180	5	175							Migrated Template							
CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible (600 Grit)	Spartan grinding wheel 10 inch	0610FWF5YQV	Spartan-10-600	189		2025-06-09 18:49:28 PDT		y	1			11				B0CZSWBZXQ						B0CZSWBZXQ				AMAZON_NA	179.55	fixed	5	175									Migrated Template							
10 inch CBN Grinding Wheel 80 Grit, 2" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool 1 pcs (80 Grit)	No dressing the wheel at all to true it up – Our CBN wheels never change shape. No messy water to change – Our wheels are designed to run dry No having to adjust your jigs for an ever shrinking wheel – Our CBN Tormek-style wheels stay at 10" x 2" (254 mm x 50.8 mm) in diameter forever! No grinding for long periods of time – Our CBN wheels are aggressive and cut faster! You can now experience the numerous advantages of sharpening with CBN on your Tormek Grinder at a cost lower than that of conventional stone wheels. Join the hundreds of satisfied CBN users who have made this discovery and wonder no more why you hadn't made the switch sooner!	0404BCZUHN0	Spartan-10-80	189		2024-04-03 21:06:17 PDT		y	1			11				B0CZSXG3MS						B0CZSXG3MS				AMAZON_NA	189.0	fixed	2	170	5	165							Migrated Template							
10 inch CBN Grinding Wheel 800 Grit, 2" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (800 Grit)	Spartan grinding wheel 10 inch	0217FL4N3J7	Spartan-10-800	189		2025-02-17 04:05:41 PST		y	1			11				B0DXFNJCS4						B0DXFNJCS4				AMAZON_NA	189.0	fixed	2	180	5	175							Migrated Template							
CBN Grinding Wheel 10 inch 1000 Grit,2'' Wide x 12mm Arbor for Tormek T-8 Sharpening System、 High-Speed Steel Tool (1000 Grit)	Spartan grinding wheel 10 inch	0511FEA1MQ2	TMK-10-1000	189		2025-05-11 08:15:56 PDT		y	1			11				B0F89GBNT5						B0F89GBNT5				AMAZON_NA	189.0												Migrated Template							
Diamond Flat Lap Disc, 10 Inch, 600 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (600 Grit)	1.10-inch outside diameter,quality electroplated diamond coated flat lap disk wheel. 2.The flat laps wheels have a 1-inch Arbo_r hole for Angle Grinder. 3.They are absolutely flat and to meet the most exacting faceting requirements. 4.For grinding and polishing jewelry, glass, rock,stone, granit_e,etc. 5.Recommended for rough and fine grinding on faceting material plus general lapidary grinding when precision is required. 0 Specification: Product Name: Diamond Disc Package Content: 1 x Diamond Disc Weight: 405g Material: Metal,Diamond Coated Color: Silver Tone Outer Diameter: 250mm/10-inch Arbo_r Hole Diameter: 12.7mm/1/2-inch Thickness: 1mm/0.04-inch	0225F6XMAY1	UC-C0X7-VOS2	18		2025-02-24 17:52:39 PST		y	1			11				B0DYCKZ32F						B0DYCKZ32F				AMAZON_NA	16.8												Migrated Template							
10 inch CBN Grinding Wheel 1200 Grit, 2" Wide x 12mm Bore, for Tormek T-8 Sharpening System、 High-Speed Steel Tool (1200 Grit)	Spartan grinding wheel 10 inch	0217FL2OBUB	X4-ESLG-7046	189		2025-02-17 04:39:49 PST		y	1			11				B0DXFRY4G1						B0DXFRY4G1				AMAZON_NA	189.0	fixed	2	180	5	175							Migrated Template							
PCBN Inserts Turning Milling Tools for Surfacing Cylinder Heads, Blocks (PCBN, RNGN1203)	Elevate your machining capabilities with our CBN inserts, designed for turning, milling, and surfacing cylinder heads and blocks. These cutting-edge tools offer exceptional wear resistance and superior edge retention, ensuring precise and efficient material removal. Crafted from premium cubic boron nitride (CBN), these inserts deliver outstanding performance when working with hard, abrasive materials like cast iron and hardened steel. Whether you're resurfacing engine components or tackling demanding industrial applications, our CBN inserts provide unparalleled durability and consistent results. Experience enhanced productivity, extended tool life, and superior surface finishes with these high-performance cutting solutions. Upgrade your metalworking arsenal today and unlock new levels of precision and efficiency.	1110B6OFRUE	X6-ICUZ-6FXV	39.8		2024-11-10 04:47:41 PST		y	1			11				B0DMM36FFW						B0DMM36FFW				AMAZON_NA													Migrated Template							
CBN Grinding Wheel 6-inch Diamond Grinding Gemstone Metal high-Speed Steel (150 Grit)	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0822AIPP66L	Y4-SCDN-94DP	45	9	2023-08-22 02:49:50 PDT		y	1			11				B0C9M2GZ17						B0C9M2GZ17			0	DEFAULT													Migrated Template							
3pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack (3)	This premium 42-inch x 1/8-inch diamond bandsaw blade is specifically designed for the Gryphon TALL C-40 CR and Kent AquaSaw XL machines. The stainless steel blade features a diamond-coated cutting edge that excels at precise cutting of thick fused glass, slab glass, and lapidary materials. Perfect for wet cutting applications on stone, marble, tile, ceramic, and various mineral-based materials, this blade delivers clean, efficient cuts while minimizing material waste. The blade's design ensures smooth operation and reduced grinding time, helping you maintain productivity in your projects. Installation is straightforward and tool-free, allowing you to quickly get back to work. This replacement blade measures 42 inches in length with a 1/8-inch width, providing the ideal specifications for compatible band saw models. The durable construction and diamond coating work together to deliver consistent cutting performance across a wide range of materials.	0131HVIP42F	ZE-SN1T-MLIR	79.98	28	2026-01-31 02:27:43 PST		y	1			11				B0GKVWQ279						B0GKVWQ279			0	DEFAULT													Migrated Template							
Stained Glass Grinding Bits with 5/8 inch, Diamond Grinder Bit, Grinder Bits and Supplies for Stained Glass Grinder (2 pcs 5/8'')		1010FAJBUG5	ZF-2pcs85stainedglass	24.98	50	2025-10-09 18:33:20 PDT		y	1			11				B0FF8XT9PX						B0FF8XT9PX			0	DEFAULT													Migrated Template							
Diamond Flat Lap Disc, 10 Inch, 60 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (60 Grit)	1.10-inch outside diameter,quality electroplated diamond coated flat lap disk wheel. 2.The flat laps wheels have a 1-inch Arbo_r hole for Angle Grinder. 3.They are absolutely flat and to meet the most exacting faceting requirements. 4.For grinding and polishing jewelry, glass, rock,stone, granit_e,etc. 5.Recommended for rough and fine grinding on faceting material plus general lapidary grinding when precision is required. 0 Specification: Product Name: Diamond Disc Package Content: 1 x Diamond Disc Weight: 405g Material: Metal,Diamond Coated Color: Silver Tone Outer Diameter: 250mm/10-inch Arbo_r Hole Diameter: 12.7mm/1/2-inch Thickness: 1mm/0.04-inch	0221FY3LZXN	ZT-HUAI-SRHK	18		2025-02-21 04:29:31 PST		y	1			11				B0DY1NWGRY						B0DY1NWGRY				AMAZON_NA	16.8												Migrated Template							
dmsphd Glass Grinder Bits 3 PCS Diamond Stained Glass Grinding Wheel Includes 1 3/4 1/4 Inch Diamond Glass Grinder Heads (MCB 1'' 1/4'' 3/4'')	Standard Diamond Grinder Bit 1/4'' 3/4" 1'' diameter Bit fits all grinders. Standard replacement bit for all Diamond Tech Max grinders. Also fits Inland and Glastar glass grinders. If you have any customization needs, please contact us, we will definitely solve the pain points in the grinding process with the greatest sincerity and quality.	0503BPENPZN	mcb-1-14-34	25.9		2024-05-03 03:56:42 PDT		y	1			11				B0D37V6RBW						B0D37V6RBW				AMAZON_NA	24.0												Migrated Template							
dmsphd Glass Grinder Bits for Stained Glass, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration (MCB 3/4'')	Standard Diamond Grinder Bit 1/4'' 3/4" 1'' diameter Bit fits all grinders. Standard replacement bit for all Diamond Tech Max grinders. Also fits Inland and Glastar glass grinders. If you have any customization needs, please contact us, we will definitely solve the pain points in the grinding process with the greatest sincerity and quality.	0503BPGXZSE	mcb-34	12.89		2024-05-03 03:56:42 PDT		y	1			11				B0D37XJHLW						B0D37XJHLW				AMAZON_NA	12.0												Migrated Template							
dmsphd 2pcs 3/4 Inch Diamond Grinder Bit Head Tools, Stained Glass Tools and Supplies for Stained Glass Grinder, Widely Used for Glass Processing Arts and Decoration (MCB 3/4'')	Standard Diamond Grinder Bit 2 pcs 3/4" diameter Bit fits all grinders. Standard replacement bit for all Diamond Tech Max grinders. Also fits Inland and Glastar glass grinders. If you have any customization needs, please contact us, we will definitely solve the pain points in the grinding process with the greatest sincerity and quality.	0726BA4D3DH	mcb-34-2	21.98		2024-07-26 07:08:48 PDT		y	1			11				B0DB8W2V86						B0DB8W2V86				AMAZON_NA	21.0												Migrated Template							
PCD Inserts Turning Milling Tools for Surfacing Cylinder Heads, Blocks (PCD, RNGN1203)	Elevate your machining capabilities with our CBN inserts, designed for turning, milling, and surfacing cylinder heads and blocks. These cutting-edge tools offer exceptional wear resistance and superior edge retention, ensuring precise and efficient material removal. Crafted from premium cubic boron nitride (CBN), these inserts deliver outstanding performance when working with hard, abrasive materials like cast iron and hardened steel. Whether you're resurfacing engine components or tackling demanding industrial applications, our CBN inserts provide unparalleled durability and consistent results. Experience enhanced productivity, extended tool life, and superior surface finishes with these high-performance cutting solutions. Upgrade your metalworking arsenal today and unlock new levels of precision and efficiency.	1110B6JIHAZ	1O-WDLP-TDAE	46	0	2024-11-10 04:47:41 PST		y	1			11				B0DMM3PVGR						B0DMM3PVGR			0	DEFAULT													Migrated Template							
CBN Grinding Wheel 6-inch Diamond Grinding Gemstone Metal high-Speed Steel（80Grit）	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0628ABD88OU	2K-7GM5-BRT3	45	0	2023-06-28 00:18:42 PDT		y	3			11				B0C9M5BNZY						763746091120			0	DEFAULT													Migrated Template							
CBN Inserts Turning Milling Tools for Surfacing Cylinder Heads, Blocks (CBN, RNGN0603)	Elevate your machining capabilities with our CBN inserts, designed for turning, milling, and surfacing cylinder heads and blocks. These cutting-edge tools offer exceptional wear resistance and superior edge retention, ensuring precise and efficient material removal. Crafted from premium cubic boron nitride (CBN), these inserts deliver outstanding performance when working with hard, abrasive materials like cast iron and hardened steel. Whether you're resurfacing engine components or tackling demanding industrial applications, our CBN inserts provide unparalleled durability and consistent results. Experience enhanced productivity, extended tool life, and superior surface finishes with these high-performance cutting solutions. Upgrade your metalworking arsenal today and unlock new levels of precision and efficiency.	1110B6RUFPN	3J-7F5B-6U6K	39.8		2024-11-10 04:47:41 PST		y	1			11				B0DMM4QG24						B0DMM4QG24				AMAZON_NA	37.8												Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 2500 Grit Flat Lap Disk Lapidary Tools for Stone (2500 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0221FW7N82N	4H-QG3V-V6UF	18	0	2025-02-20 17:02:45 PST		y	1			11				B0DXYGZLFZ						B0DXYGZLFZ			0	DEFAULT													Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 150 Grit Flat Lap Disk Lapidary Tools for Stone (150 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0219FRRABF6	6C-ZALF-OY1H	18	0	2025-02-19 05:48:44 PST		y	1			11				B0DXQ97N7G						B0DXQ97N7G			0	DEFAULT													Migrated Template							
PCD Inserts Turning Milling Tools for Surfacing Cylinder Heads, Blocks (PCD, RNGN0903)	Elevate your machining capabilities with our CBN inserts, designed for turning, milling, and surfacing cylinder heads and blocks. These cutting-edge tools offer exceptional wear resistance and superior edge retention, ensuring precise and efficient material removal. Crafted from premium cubic boron nitride (CBN), these inserts deliver outstanding performance when working with hard, abrasive materials like cast iron and hardened steel. Whether you're resurfacing engine components or tackling demanding industrial applications, our CBN inserts provide unparalleled durability and consistent results. Experience enhanced productivity, extended tool life, and superior surface finishes with these high-performance cutting solutions. Upgrade your metalworking arsenal today and unlock new levels of precision and efficiency.	1110B6PG1IX	6M-5N8I-LUFE	46	0	2024-11-10 04:47:41 PST		y	1			11				B0DMM5DJ3S						B0DMM5DJ3S			0	DEFAULT													Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 500 Grit Flat Lap Disk Lapidary Tools for Stone (500 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0221FWAS78U	6W-WZAG-WGYH	18	0	2025-02-20 16:56:06 PST		y	1			11				B0DXYMR8GV						B0DXYMR8GV			0	DEFAULT													Migrated Template							
PCD Inserts Turning Milling Tools for Surfacing Cylinder Heads, Blocks (PCD, RNGN1204)	Elevate your machining capabilities with our CBN inserts, designed for turning, milling, and surfacing cylinder heads and blocks. These cutting-edge tools offer exceptional wear resistance and superior edge retention, ensuring precise and efficient material removal. Crafted from premium cubic boron nitride (CBN), these inserts deliver outstanding performance when working with hard, abrasive materials like cast iron and hardened steel. Whether you're resurfacing engine components or tackling demanding industrial applications, our CBN inserts provide unparalleled durability and consistent results. Experience enhanced productivity, extended tool life, and superior surface finishes with these high-performance cutting solutions. Upgrade your metalworking arsenal today and unlock new levels of precision and efficiency.	1110B6FT7V2	8C-OPJ3-OM6Z	46	0	2024-11-10 04:47:41 PST		y	1			11				B0DMM8MVWH						B0DMM8MVWH			0	DEFAULT													Migrated Template							
NO Center Hole 8" inch Diamond Grinding Disc 1500 Grit Flat Lap Disk Lapidary Tools for Stone (1500 Grit)	No Center Hole 8" inch 200mm Diamond Coated Flat Lap Disk Grinding Disc Grit 120 Coarse Product Specification: Product Name: 8 inch Diamond Grinding Wheel, No Hole Flat Lap Disk, Diamond Lapidary Discs Outside diameter: 8" inch (200mm) Arbor hole: No Center Hole, and completed filled with diamond including center position Thickness: 1.3mm Grit: 120 Coarse Diamond coating Density: Perfectly high Diamond coating surface area: almost 100%,only one side is coated diamond Wet use recommended Suitable to grinding gemstone, jewelry, glass, rock, etc. These diamond discs are one of the finest discs manufactured for hobby, lapidary, glass applications The diameter flat lap wheels have a high density quality diamond coating They are absolutely flat and parallel to meet the most exacting faceting requirements Installation Recommendations Following three steps to complete the installation of the diamond flat disk Step 1. Sanded and cleaned the back of the disc firstly Step 2. Used industrial strength self adhesive Velcro strips 2 inch strips Step 3. Trimmed to the shape of the disc, then applied velcro to the machine base, it will works good	0221FVY5ZPZ	8P-TWJI-GJ5T	18	0	2025-02-20 16:59:55 PST		y	1			11				B0DXZ2GKVM						B0DXZ2GKVM			0	DEFAULT													Migrated Template							
